ResumeText,JobDescription,Label
android flutter java swift objective-c react native flask django,"iOS Engineer required with Swift, Objective-C, and UIKit",92
kotlin flutter ios objective-c swift pytorch sql,Hiring cross-platform mobile developer with Flutter and React Native,84
kubernetes jenkins aws terraform docker kotlin angular kafka,"Hiring SRE with Kubernetes, Prometheus, and Grafana",83
swift java objective-c react native azure junit,Hiring cross-platform mobile developer with Flutter and React Native,69
docker prometheus jenkins aws ci/cd terraform azure kafka react,"DevOps Engineer with AWS, Kubernetes, and Docker expertise",85
junit qa automation manual testing selenium grafana azure,Hiring Software Tester with manual and automation testing skills,76
spark scikit-learn pandas asp.net core azure,"Python Developer with Django, Flask, and REST APIs",43
azure ci/cd kubernetes gcp terraform helm web api,"Cloud Engineer with AWS, Azure, and Google Cloud expertise",90
ci/cd docker terraform,"Hiring SRE with Kubernetes, Prometheus, and Grafana",41
azure gcp terraform agile react spring boot,"DevOps Cloud Engineer with Terraform, Helm, and CI/CD",53
spark hadoop pandas django flask scikit-learn selenium flutter aws,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",90
pandas python scikit-learn spark django,"Python Developer with Django, Flask, and REST APIs",77
ci/cd kubernetes terraform helm gcp aws,"Cloud Engineer with AWS, Azure, and Google Cloud expertise",70
spring boot spring react kafka java hibernate pandas junit scrum,Hiring full stack Java developer with React and Spring Boot,88
objective-c react native ios flutter swift hibernate,Hiring cross-platform mobile developer with Flutter and React Native,71
terraform kubernetes aws gcp helm pandas selenium asp.net core,Hiring Solutions Architect for AWS and Kubernetes deployments,83
kubernetes gcp helm aws spring boot scikit-learn docker,"DevOps Cloud Engineer with Terraform, Helm, and CI/CD",58
react microservices hibernate spring boot agile spark objective-c,"Backend Java engineer required with Spring, Kafka, and MySQL skills",62
deep learning machine learning python pytorch tensorflow ml,"ML Engineer required with scikit-learn, TensorFlow, and big data",92
spark pandas tensorflow python django flask business analysis,"Data Engineer with Python, Spark, and Hadoop",93
spark flask python,"Data Engineer with Python, Spark, and Hadoop",45
swift objective-c java ios react native flutter azure agile spark,Hiring cross-platform mobile developer with Flutter and React Native,89
spark tensorflow flask deep learning web api,"Data Engineer with Python, Spark, and Hadoop",55
django scikit-learn python pandas hadoop flask kotlin,"Data Engineer with Python, Spark, and Hadoop",91
ci/cd azure kubernetes,"Cloud Engineer with AWS, Azure, and Google Cloud expertise",53
c# azure asp.net core mvc sql android python,"Hiring full stack .NET engineer with Angular, ASP.NET Core, and SQL",79
html react css terraform,"Frontend Developer with React, Angular, and JavaScript expertise",55
prometheus grafana terraform docker jenkins product management java microservices,"Hiring SRE with Kubernetes, Prometheus, and Grafana",77
react html typescript tensorflow java,Hiring web developer skilled in modern frontend frameworks,51
prometheus terraform ci/cd react entity framework java,"Hiring SRE with Kubernetes, Prometheus, and Grafana",55
jenkins prometheus terraform objective-c web api azure,"Hiring SRE with Kubernetes, Prometheus, and Grafana",52
stakeholder management product management business analysis pmp scrum scikit-learn web api jenkins,Hiring Business Analyst with strong requirements gathering skills,81
css javascript react typescript,Hiring web developer skilled in modern frontend frameworks,70
pytorch deep learning nlp scikit-learn ios,"ML Engineer required with scikit-learn, TensorFlow, and big data",56
machine learning nlp pytorch ml python,"ML Engineer required with scikit-learn, TensorFlow, and big data",84
manual testing cypress automation qa terraform grafana,"SDET required with Java, TestNG, and JUnit",59
pmp stakeholder management agile business analysis spark mysql,Project Manager required with PMP and Agile methodologies,70
kubernetes helm gcp python kubernetes css,Hiring Solutions Architect for AWS and Kubernetes deployments,46
automation selenium qa manual testing junit testng entity framework kubernetes azure,"SDET required with Java, TestNG, and JUnit",88
javascript html angular css asp.net core asp.net,"Frontend Developer with React, Angular, and JavaScript expertise",62
automation cypress qa manual testing gcp objective-c,"QA Engineer with Selenium, Cypress, and test automation experience",67
angular vue html react,Hiring web developer skilled in modern frontend frameworks,69
kafka microservices mysql nlp,Hiring full stack Java developer with React and Spring Boot,53
scrum business analysis agile product management pmp stakeholder management,Hiring Business Analyst with strong requirements gathering skills,94
microservices mysql hibernate react azure html entity framework,"Backend Java engineer required with Spring, Kafka, and MySQL skills",65
r tensorflow scikit-learn,"ML Engineer required with scikit-learn, TensorFlow, and big data",48
aws azure helm terraform ci/cd kubernetes machine learning react flask,"Cloud Engineer with AWS, Azure, and Google Cloud expertise",86
python scikit-learn flask spark pandas pmp grafana java,"Data Engineer with Python, Spark, and Hadoop",81
docker prometheus jenkins kubernetes,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",54
angular asp.net core mvc django,"Looking for a .NET Developer with experience in ASP.NET MVC, SQL Server, and Azure",46
terraform aws helm azure kubernetes android,Hiring Solutions Architect for AWS and Kubernetes deployments,73
java android kotlin flutter agile nlp,Hiring cross-platform mobile developer with Flutter and React Native,62
selenium testng manual testing qa automation docker pytorch hibernate,"SDET required with Java, TestNG, and JUnit",72
java microservices hibernate mysql spring boot junit flutter business analysis,Hiring full stack Java developer with React and Spring Boot,81
aws grafana terraform kubernetes docker deep learning python,"Hiring SRE with Kubernetes, Prometheus, and Grafana",81
java react spring boot microservices kafka selenium terraform cypress,"Backend Java engineer required with Spring, Kafka, and MySQL skills",81
ios kotlin swift flutter java tensorflow spark,"iOS Engineer required with Swift, Objective-C, and UIKit",82
stakeholder management scrum pmp agile business analysis product management objective-c aws react,Hiring Business Analyst with strong requirements gathering skills,99
flutter react native ios pmp,Hiring cross-platform mobile developer with Flutter and React Native,49
java react mysql angular business analysis,"Backend Java engineer required with Spring, Kafka, and MySQL skills",46
kafka mysql react product management machine learning scikit-learn,Hiring full stack Java developer with React and Spring Boot,46
terraform docker kubernetes jenkins,"Hiring SRE with Kubernetes, Prometheus, and Grafana",64
angular html typescript react javascript agile microservices,Hiring web developer skilled in modern frontend frameworks,73
stakeholder management scrum product management agile pmp aws,Project Manager required with PMP and Agile methodologies,85
tensorflow python machine learning nlp react,"Data Scientist with Python, R, and machine learning expertise",67
scikit-learn pandas hadoop spark ml,"Python Developer with Django, Flask, and REST APIs",66
microservices spring java spring boot hibernate kafka,"Backend Java engineer required with Spring, Kafka, and MySQL skills",93
jenkins terraform aws grafana prometheus aws angular stakeholder management,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",82
pandas tensorflow spark scikit-learn azure angular react,"Data Engineer with Python, Spark, and Hadoop",67
kotlin ios flutter android react native,Android Developer with Kotlin and Java experience,80
entity framework c# mvc asp.net core spring,".NET Core developer required with strong C#, Entity Framework, and Web API skills",64
testng qa manual testing cypress automation,"SDET required with Java, TestNG, and JUnit",79
ios objective-c java flutter android docker vue jenkins,Android Developer with Kotlin and Java experience,79
azure ci/cd kubernetes helm prometheus selenium,"Cloud Engineer with AWS, Azure, and Google Cloud expertise",63
scikit-learn tensorflow flask react native ml typescript,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",48
machine learning python r spring boot kubernetes flutter,"Hiring AI Engineer with NLP, Deep Learning, and PyTorch",47
scikit-learn pandas spark stakeholder management asp.net core helm,"Python Developer with Django, Flask, and REST APIs",47
pmp scrum business analysis react asp.net core azure,Project Manager required with PMP and Agile methodologies,48
kotlin swift objective-c android react native flutter,"iOS Engineer required with Swift, Objective-C, and UIKit",96
scrum business analysis pmp product management stakeholder management agile,Hiring Business Analyst with strong requirements gathering skills,87
entity framework web api sql asp.net core c# html tensorflow django,"Looking for a .NET Developer with experience in ASP.NET MVC, SQL Server, and Azure",73
jenkins terraform grafana ci/cd aws docker mvc,"DevOps Engineer with AWS, Kubernetes, and Docker expertise",91
machine learning ml nlp tensorflow pytorch r asp.net kubernetes,"Hiring AI Engineer with NLP, Deep Learning, and PyTorch",97
prometheus aws docker java nlp,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",54
scikit-learn ml tensorflow nlp r junit agile,"Data Scientist with Python, R, and machine learning expertise",73
hadoop django python azure scrum,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",53
tensorflow hadoop flask ios html,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",42
hadoop tensorflow spark scikit-learn python flask deep learning java,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",98
react native kotlin ios objective-c pmp,"iOS Engineer required with Swift, Objective-C, and UIKit",60
business analysis agile stakeholder management scrum java ci/cd scikit-learn,Project Manager required with PMP and Agile methodologies,64
angular css react microservices swift,"UI Engineer with HTML, CSS, JavaScript, and Vue.js",46
prometheus aws grafana entity framework azure,"Hiring SRE with Kubernetes, Prometheus, and Grafana",45
pmp business analysis agile,Project Manager required with PMP and Agile methodologies,47
swift kotlin objective-c flutter react,Hiring cross-platform mobile developer with Flutter and React Native,56
entity framework azure asp.net core jenkins,"Hiring full stack .NET engineer with Angular, ASP.NET Core, and SQL",52
react native ios android objective-c swift,Hiring cross-platform mobile developer with Flutter and React Native,79
tensorflow ml python scikit-learn pytorch pmp,"Hiring AI Engineer with NLP, Deep Learning, and PyTorch",81
tensorflow python spark,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",47
terraform ci/cd azure react,Hiring Solutions Architect for AWS and Kubernetes deployments,49
python spark hadoop scikit-learn gcp,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",64
docker prometheus ci/cd jenkins aws,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",78
mysql spring java microservices react spring boot java,"Backend Java engineer required with Spring, Kafka, and MySQL skills",87
pandas hadoop spark tensorflow aws manual testing prometheus,"Python Developer with Django, Flask, and REST APIs",68
angular react vue html javascript aws tensorflow,Hiring web developer skilled in modern frontend frameworks,84
kotlin swift android java hadoop c# asp.net,Android Developer with Kotlin and Java experience,68
kubernetes aws docker grafana,"Hiring SRE with Kubernetes, Prometheus, and Grafana",60
junit automation qa testng selenium manual testing stakeholder management kafka,Hiring Software Tester with manual and automation testing skills,96
vue css typescript angular javascript kubernetes,Hiring web developer skilled in modern frontend frameworks,85
ios android objective-c kotlin swift react native typescript,Android Developer with Kotlin and Java experience,87
python scikit-learn django hadoop entity framework,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",56
mvc sql asp.net core web api angular,"Hiring full stack .NET engineer with Angular, ASP.NET Core, and SQL",78
css vue javascript angular product management,Hiring web developer skilled in modern frontend frameworks,68
machine learning r tensorflow scikit-learn,"ML Engineer required with scikit-learn, TensorFlow, and big data",62
android swift ios kotlin flutter java python jenkins,Android Developer with Kotlin and Java experience,97
testng junit cypress manual testing automation qa vue,"SDET required with Java, TestNG, and JUnit",87
product management pmp agile scrum business analysis java,Project Manager required with PMP and Agile methodologies,85
hadoop spark python django css entity framework,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",57
automation junit testng jenkins,"SDET required with Java, TestNG, and JUnit",50
mysql hibernate kafka grafana,Hiring full stack Java developer with React and Spring Boot,46
agile product management pmp python asp.net,"Product Manager with Agile, Scrum, and stakeholder management",46
typescript html javascript angular vue ml,"UI Engineer with HTML, CSS, JavaScript, and Vue.js",83
django spark scikit-learn flask tensorflow python scrum,"Python Developer with Django, Flask, and REST APIs",98
angular css javascript ci/cd swift prometheus,"UI Engineer with HTML, CSS, JavaScript, and Vue.js",55
aws terraform ci/cd junit microservices,"Cloud Engineer with AWS, Azure, and Google Cloud expertise",41
ml nlp machine learning pytorch python r scrum django html,"Data Scientist with Python, R, and machine learning expertise",89
docker ci/cd aws prometheus terraform grafana objective-c javascript flutter,"DevOps Engineer with AWS, Kubernetes, and Docker expertise",93
flask python pandas spark scikit-learn django junit automation,"Python Developer with Django, Flask, and REST APIs",97
jenkins grafana aws docker objective-c,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",70
asp.net core angular azure pytorch django tensorflow,"Hiring full stack .NET engineer with Angular, ASP.NET Core, and SQL",40
spring mysql react hadoop django,"Backend Java engineer required with Spring, Kafka, and MySQL skills",46
spring boot kafka hibernate react spring microservices android deep learning,"Backend Java engineer required with Spring, Kafka, and MySQL skills",97
junit selenium testng cypress flask,"QA Engineer with Selenium, Cypress, and test automation experience",69
product management stakeholder management business analysis scrum agile pmp django,"Product Manager with Agile, Scrum, and stakeholder management",91
azure c# angular entity framework,".NET Core developer required with strong C#, Entity Framework, and Web API skills",62
stakeholder management scrum agile product management spring web api,Project Manager required with PMP and Agile methodologies,59
javascript react css angular html typescript selenium,Hiring web developer skilled in modern frontend frameworks,94
mysql kafka java react spring aws,"Java Developer with Spring Boot, Hibernate, and Microservices experience",78
scikit-learn hadoop django machine learning spring boot,"Data Engineer with Python, Spark, and Hadoop",55
tensorflow pytorch nlp python prometheus,"ML Engineer required with scikit-learn, TensorFlow, and big data",55
pytorch deep learning nlp ml r machine learning cypress django,"Hiring AI Engineer with NLP, Deep Learning, and PyTorch",98
product management agile stakeholder management,"Product Manager with Agile, Scrum, and stakeholder management",51
r tensorflow nlp deep learning python ml automation web api scikit-learn,"Hiring AI Engineer with NLP, Deep Learning, and PyTorch",93
asp.net core mvc c# angular deep learning kubernetes,"Looking for a .NET Developer with experience in ASP.NET MVC, SQL Server, and Azure",63
spring react java mysql microservices,Hiring full stack Java developer with React and Spring Boot,80
testng junit automation manual testing python spring boot ci/cd,Hiring Software Tester with manual and automation testing skills,59
scikit-learn r tensorflow deep learning pytorch python kubernetes kafka,"ML Engineer required with scikit-learn, TensorFlow, and big data",96
azure entity framework web api sql asp.net core angular,"Looking for a .NET Developer with experience in ASP.NET MVC, SQL Server, and Azure",96
react javascript vue css angular asp.net,Hiring web developer skilled in modern frontend frameworks,83
gcp ci/cd kubernetes helm terraform azure react native,"DevOps Cloud Engineer with Terraform, Helm, and CI/CD",98
azure asp.net angular mvc sql asp.net core,"Looking for a .NET Developer with experience in ASP.NET MVC, SQL Server, and Azure",93
flask scikit-learn python swift,"Python Developer with Django, Flask, and REST APIs",41
spring mysql microservices java react,"Java Developer with Spring Boot, Hibernate, and Microservices experience",79
helm ci/cd aws terraform azure android mysql spark,"Cloud Engineer with AWS, Azure, and Google Cloud expertise",74
django hadoop flask prometheus ci/cd,"Python Developer with Django, Flask, and REST APIs",43
javascript angular vue html typescript flutter prometheus,"Frontend Developer with React, Angular, and JavaScript expertise",78
asp.net sql mvc azure entity framework swift typescript spark,".NET Core developer required with strong C#, Entity Framework, and Web API skills",82
nlp python tensorflow scikit-learn,"ML Engineer required with scikit-learn, TensorFlow, and big data",69
prometheus ci/cd aws kubernetes,"DevOps Engineer with AWS, Kubernetes, and Docker expertise",62
html vue react,"Frontend Developer with React, Angular, and JavaScript expertise",41
mysql hibernate java react microservices spring boot azure junit,"Java Developer with Spring Boot, Hibernate, and Microservices experience",93
docker aws jenkins ci/cd grafana angular,"DevOps Engineer with AWS, Kubernetes, and Docker expertise",75
helm azure aws ci/cd hadoop javascript,"Cloud Engineer with AWS, Azure, and Google Cloud expertise",57
spring boot microservices kafka react,Hiring full stack Java developer with React and Spring Boot,60
tensorflow python deep learning ml kafka,"Data Scientist with Python, R, and machine learning expertise",70
machine learning scikit-learn pytorch r ml deep learning jenkins,"Data Scientist with Python, R, and machine learning expertise",94
terraform prometheus grafana tensorflow react flask,"DevOps Engineer with AWS, Kubernetes, and Docker expertise",45
machine learning pytorch python tensorflow helm html,"ML Engineer required with scikit-learn, TensorFlow, and big data",63
automation testng junit selenium qa grafana,"QA Engineer with Selenium, Cypress, and test automation experience",70
flask pandas hadoop,"Python Developer with Django, Flask, and REST APIs",47
objective-c android kotlin react native ios flutter ml terraform asp.net,Android Developer with Kotlin and Java experience,91
cypress manual testing testng junit django,"QA Engineer with Selenium, Cypress, and test automation experience",61
java swift flutter objective-c android,Hiring cross-platform mobile developer with Flutter and React Native,75
typescript javascript vue qa,Hiring web developer skilled in modern frontend frameworks,40
terraform azure aws kubernetes gcp ci/cd,"DevOps Cloud Engineer with Terraform, Helm, and CI/CD",100
tensorflow nlp pytorch android typescript junit,"ML Engineer required with scikit-learn, TensorFlow, and big data",47
terraform aws kubernetes,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",52
flutter react native android swift kotlin java,"iOS Engineer required with Swift, Objective-C, and UIKit",85
terraform docker kubernetes prometheus aws jenkins,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",94
kotlin ios react native android swift flutter,Android Developer with Kotlin and Java experience,88
java flutter kotlin android ios,"iOS Engineer required with Swift, Objective-C, and UIKit",73
selenium automation testng microservices html asp.net core,"QA Engineer with Selenium, Cypress, and test automation experience",47
junit manual testing selenium qa testng pandas,"QA Engineer with Selenium, Cypress, and test automation experience",79
web api angular sql asp.net java java,"Looking for a .NET Developer with experience in ASP.NET MVC, SQL Server, and Azure",68
html angular typescript react kubernetes c# kotlin,"Frontend Developer with React, Angular, and JavaScript expertise",57
django tensorflow spark python pandas scikit-learn product management,"Data Engineer with Python, Spark, and Hadoop",91
grafana terraform aws jenkins docker prometheus helm java nlp,"DevOps Engineer with AWS, Kubernetes, and Docker expertise",93
r nlp python scikit-learn ml machine learning product management,"Data Scientist with Python, R, and machine learning expertise",95
javascript react css hibernate,"Frontend Developer with React, Angular, and JavaScript expertise",53
ci/cd prometheus jenkins aws tensorflow html,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",65
tensorflow nlp scikit-learn python pytorch react tensorflow,"ML Engineer required with scikit-learn, TensorFlow, and big data",81
terraform ci/cd aws azure gcp kubernetes,"DevOps Cloud Engineer with Terraform, Helm, and CI/CD",88
django tensorflow python hadoop scikit-learn scrum,"Data Engineer with Python, Spark, and Hadoop",85
aws gcp terraform aws grafana selenium,"DevOps Cloud Engineer with Terraform, Helm, and CI/CD",47
swift flutter objective-c,Hiring cross-platform mobile developer with Flutter and React Native,54
docker terraform prometheus jenkins grafana react pmp,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",77
scrum product management agile stakeholder management business analysis pmp web api,Project Manager required with PMP and Agile methodologies,87
azure kubernetes gcp aws ci/cd terraform deep learning,"DevOps Cloud Engineer with Terraform, Helm, and CI/CD",87
hibernate java mysql microservices spring boot kafka mvc product management,"Java Developer with Spring Boot, Hibernate, and Microservices experience",86
css angular html vue aws gcp,"UI Engineer with HTML, CSS, JavaScript, and Vue.js",56
business analysis agile pmp mvc,Hiring Business Analyst with strong requirements gathering skills,44
junit qa manual testing selenium automation prometheus aws,Hiring Software Tester with manual and automation testing skills,83
spring react spring boot microservices kafka pytorch html swift,Hiring full stack Java developer with React and Spring Boot,81
entity framework angular sql asp.net web api kubernetes css,"Hiring full stack .NET engineer with Angular, ASP.NET Core, and SQL",73
aws kubernetes helm ci/cd qa mvc,"Cloud Engineer with AWS, Azure, and Google Cloud expertise",58
stakeholder management business analysis scrum agile pmp,Hiring Business Analyst with strong requirements gathering skills,80
tensorflow pandas scikit-learn python spring,"Python Developer with Django, Flask, and REST APIs",63
scikit-learn machine learning r python ml agile,"Hiring AI Engineer with NLP, Deep Learning, and PyTorch",79
prometheus terraform jenkins tensorflow react,"DevOps Engineer with AWS, Kubernetes, and Docker expertise",52
tensorflow scikit-learn spark hadoop pandas django,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",95
cypress selenium junit testng automation typescript python,Hiring Software Tester with manual and automation testing skills,84
scrum pmp business analysis agile stakeholder management,"Product Manager with Agile, Scrum, and stakeholder management",71
terraform helm kubernetes pytorch,"Cloud Engineer with AWS, Azure, and Google Cloud expertise",52
ci/cd helm azure kubernetes gcp terraform pandas tensorflow objective-c,Hiring Solutions Architect for AWS and Kubernetes deployments,85
asp.net web api entity framework,".NET Core developer required with strong C#, Entity Framework, and Web API skills",49
java react native swift ios objective-c flutter pandas entity framework aws,"iOS Engineer required with Swift, Objective-C, and UIKit",98
product management business analysis agile scrum css python deep learning,"Product Manager with Agile, Scrum, and stakeholder management",59
javascript typescript css html vue spark ios kubernetes,"UI Engineer with HTML, CSS, JavaScript, and Vue.js",80
flutter java android cypress spark ci/cd,Hiring cross-platform mobile developer with Flutter and React Native,43
angular typescript css react vue javascript ci/cd grafana,"Frontend Developer with React, Angular, and JavaScript expertise",97
prometheus terraform kubernetes,"DevOps Engineer with AWS, Kubernetes, and Docker expertise",41
r tensorflow deep learning pytorch python terraform gcp,"Hiring AI Engineer with NLP, Deep Learning, and PyTorch",83
tensorflow pytorch python flutter,"Hiring AI Engineer with NLP, Deep Learning, and PyTorch",53
terraform kubernetes helm gcp pytorch hadoop kafka,"Cloud Engineer with AWS, Azure, and Google Cloud expertise",63
docker ci/cd aws terraform prometheus nlp,"Hiring SRE with Kubernetes, Prometheus, and Grafana",77
automation testng qa cypress selenium java,"QA Engineer with Selenium, Cypress, and test automation experience",75
ci/cd kubernetes grafana aws react native,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",55
spark django flask tensorflow angular,"Data Engineer with Python, Spark, and Hadoop",51
django pandas hadoop python flask,"Python Developer with Django, Flask, and REST APIs",76
automation qa manual testing,"QA Engineer with Selenium, Cypress, and test automation experience",55
ci/cd gcp azure microservices web api,"DevOps Cloud Engineer with Terraform, Helm, and CI/CD",44
terraform helm ci/cd kubernetes,"Cloud Engineer with AWS, Azure, and Google Cloud expertise",64
qa junit selenium cypress testng prometheus angular javascript,"QA Engineer with Selenium, Cypress, and test automation experience",85
pmp business analysis scrum agile stakeholder management selenium machine learning,Project Manager required with PMP and Agile methodologies,70
html vue javascript angular react css swift tensorflow azure,"UI Engineer with HTML, CSS, JavaScript, and Vue.js",98
prometheus kubernetes aws jenkins ci/cd swift,"Hiring SRE with Kubernetes, Prometheus, and Grafana",79
kafka java microservices tensorflow typescript,"Backend Java engineer required with Spring, Kafka, and MySQL skills",51
azure gcp ci/cd terraform helm aws agile pytorch,"Cloud Engineer with AWS, Azure, and Google Cloud expertise",85
hadoop flask django,"Python Developer with Django, Flask, and REST APIs",40
pmp agile scrum business analysis stakeholder management selenium,Hiring Business Analyst with strong requirements gathering skills,81
python spark tensorflow pandas flask hadoop android,"Data Engineer with Python, Spark, and Hadoop",97
tensorflow scikit-learn django flask python spark scikit-learn,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",95
hibernate react java microservices,"Backend Java engineer required with Spring, Kafka, and MySQL skills",56
azure asp.net c# web api gcp docker automation,".NET Core developer required with strong C#, Entity Framework, and Web API skills",62
asp.net core sql entity framework angular,"Looking for a .NET Developer with experience in ASP.NET MVC, SQL Server, and Azure",68
sql entity framework c# azure mvc angular pmp tensorflow,".NET Core developer required with strong C#, Entity Framework, and Web API skills",92
pandas spark tensorflow hadoop,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",61
kafka hibernate spring react spring boot,Hiring full stack Java developer with React and Spring Boot,82
mvc asp.net asp.net core sql,".NET Core developer required with strong C#, Entity Framework, and Web API skills",63
nlp scikit-learn deep learning,"ML Engineer required with scikit-learn, TensorFlow, and big data",49
react kafka hibernate spring pytorch hadoop junit,"Java Developer with Spring Boot, Hibernate, and Microservices experience",67
business analysis scrum agile product management microservices sql,Hiring Business Analyst with strong requirements gathering skills,63
kotlin swift java objective-c react native,Hiring cross-platform mobile developer with Flutter and React Native,72
python scikit-learn r pytorch react docker grafana,"ML Engineer required with scikit-learn, TensorFlow, and big data",66
testng manual testing automation junit selenium pmp spring boot,"QA Engineer with Selenium, Cypress, and test automation experience",75
azure helm gcp manual testing react,Hiring Solutions Architect for AWS and Kubernetes deployments,43
scikit-learn hadoop pandas aws flutter,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",49
ios android java,Hiring cross-platform mobile developer with Flutter and React Native,41
agile scrum pmp business analysis scikit-learn,Project Manager required with PMP and Agile methodologies,66
vue react html javascript typescript,"Frontend Developer with React, Angular, and JavaScript expertise",77
grafana jenkins aws ci/cd kubernetes terraform,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",97
flutter react native objective-c agile,Hiring cross-platform mobile developer with Flutter and React Native,54
pmp agile business analysis product management scrum stakeholder management testng scikit-learn python,"Product Manager with Agile, Scrum, and stakeholder management",91
junit selenium testng manual testing qa automation html gcp prometheus,Hiring Software Tester with manual and automation testing skills,87
flutter ios kotlin react native android java pandas,Hiring cross-platform mobile developer with Flutter and React Native,91
scikit-learn ml tensorflow pytorch,"Hiring AI Engineer with NLP, Deep Learning, and PyTorch",62
kotlin react native objective-c ios flutter java html,"iOS Engineer required with Swift, Objective-C, and UIKit",96
mvc azure web api kafka,"Looking for a .NET Developer with experience in ASP.NET MVC, SQL Server, and Azure",53
entity framework web api sql asp.net core asp.net c# agile,"Looking for a .NET Developer with experience in ASP.NET MVC, SQL Server, and Azure",98
java microservices kafka mysql react,"Java Developer with Spring Boot, Hibernate, and Microservices experience",78
objective-c java swift flutter ios pandas asp.net core grafana,Android Developer with Kotlin and Java experience,77
objective-c kotlin java react native flutter kafka terraform,Hiring cross-platform mobile developer with Flutter and React Native,73
kubernetes aws ci/cd gcp terraform scikit-learn scrum product management,"Cloud Engineer with AWS, Azure, and Google Cloud expertise",80
spring boot spring microservices,"Java Developer with Spring Boot, Hibernate, and Microservices experience",47
testng automation selenium,Hiring Software Tester with manual and automation testing skills,48
testng manual testing cypress automation objective-c,Hiring Software Tester with manual and automation testing skills,62
vue angular css typescript html,Hiring web developer skilled in modern frontend frameworks,84
qa cypress automation,"SDET required with Java, TestNG, and JUnit",49
junit automation testng selenium cypress swift,Hiring Software Tester with manual and automation testing skills,80
grafana ci/cd terraform aws docker,"Hiring SRE with Kubernetes, Prometheus, and Grafana",84
kubernetes jenkins terraform ci/cd grafana docker react python agile,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",97
scikit-learn nlp machine learning tensorflow deep learning r kotlin flask,"Hiring AI Engineer with NLP, Deep Learning, and PyTorch",89
helm kubernetes terraform,"DevOps Cloud Engineer with Terraform, Helm, and CI/CD",49
spring boot hibernate kafka mysql spring java nlp stakeholder management,"Backend Java engineer required with Spring, Kafka, and MySQL skills",85
javascript html typescript angular microservices react,"UI Engineer with HTML, CSS, JavaScript, and Vue.js",61
terraform aws prometheus ios javascript,"Hiring SRE with Kubernetes, Prometheus, and Grafana",41
javascript html angular css android,Hiring web developer skilled in modern frontend frameworks,59
stakeholder management product management business analysis scrum pmp agile,Project Manager required with PMP and Agile methodologies,96
hadoop django scikit-learn spark pandas tensorflow angular,"Python Developer with Django, Flask, and REST APIs",87
kotlin react native flutter ios helm python css,Android Developer with Kotlin and Java experience,56
azure terraform helm kubernetes gcp aws prometheus scikit-learn flask,Hiring Solutions Architect for AWS and Kubernetes deployments,99
qa junit testng kubernetes kotlin sql,"QA Engineer with Selenium, Cypress, and test automation experience",54
microservices hibernate java vue business analysis aws,Hiring full stack Java developer with React and Spring Boot,50
gcp terraform ci/cd helm azure aws,Hiring Solutions Architect for AWS and Kubernetes deployments,92
testng qa junit aws django,"QA Engineer with Selenium, Cypress, and test automation experience",54
entity framework c# mvc hibernate,"Hiring full stack .NET engineer with Angular, ASP.NET Core, and SQL",52
machine learning python scikit-learn tensorflow pytorch deep learning testng,"ML Engineer required with scikit-learn, TensorFlow, and big data",86
jenkins prometheus grafana kubernetes terraform ci/cd sql,"DevOps Engineer with AWS, Kubernetes, and Docker expertise",98
kubernetes docker prometheus,"Cloud Engineer required with Terraform, CI/CD, and Jenkins",44
product management agile pmp scrum business analysis,Hiring Business Analyst with strong requirements gathering skills,79
microservices hibernate mysql spring react,Hiring full stack Java developer with React and Spring Boot,72
android flutter swift,"iOS Engineer required with Swift, Objective-C, and UIKit",49
gcp kubernetes aws helm entity framework javascript angular,Hiring Solutions Architect for AWS and Kubernetes deployments,64
docker kubernetes jenkins prometheus ci/cd terraform scikit-learn qa,"DevOps Engineer with AWS, Kubernetes, and Docker expertise",100
scikit-learn tensorflow pandas spark spring boot machine learning,"Hiring ML Engineer with Python, TensorFlow, and scikit-learn",66
html angular react javascript typescript vue java ci/cd,Hiring web developer skilled in modern frontend frameworks,94
